alpha=0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0
90.67 ,90.81 ,90.83 ,90.86 ,90.91 ,90.96 ,91.02 ,91.06 ,91.07 ,91.05 ,89.79 
