alpha=0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0
84.04 ,84.69 ,89.12 ,87.84 ,92.45 ,91.01 ,94.18 ,91.85 ,95.34 ,95.39 ,94.11 
