alpha=0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0
89.53 ,90.17 ,90.34 ,90.36 ,90.35 ,90.30 ,90.18 ,90.11 ,89.99 ,89.79 ,86.21 
