alpha=0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0
95.82 ,96.19 ,96.21 ,96.23 ,96.25 ,96.28 ,96.29 ,96.30 ,96.29 ,96.29 ,95.21 
