alpha=0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0
86.63 ,90.51 ,90.73 ,90.80 ,90.74 ,90.67 ,90.61 ,90.49 ,90.26 ,89.96 ,88.55 
