alpha=0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0
95.31 ,95.88 ,96.08 ,96.19 ,96.17 ,96.16 ,96.17 ,96.21 ,96.15 ,96.05 ,95.06 
