alpha=0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0
78.34 ,78.35 ,78.45 ,78.60 ,78.75 ,78.87 ,78.95 ,79.03 ,79.06 ,79.07 ,65.08 
