alpha=0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0
83.44 ,87.31 ,87.66 ,87.64 ,87.63 ,87.68 ,87.67 ,87.56 ,87.37 ,87.04 ,83.77 
