alpha=0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0
87.50 ,87.55 ,87.60 ,87.68 ,87.80 ,87.95 ,88.09 ,88.20 ,88.25 ,88.24 ,82.11 
