alpha=0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0
87.41 ,87.53 ,87.59 ,87.67 ,87.76 ,87.83 ,87.87 ,87.90 ,87.91 ,87.92 ,84.29 
